record_id,customer_id,subscription_id,subscription_plan,plan_category,subscription_start_date,subscription_end_date,billing_cycle,subscription_fee,discount_percent,tax_amount,final_amount_paid,payment_status,payment_method,auto_renew,renewal_count,subscription_status,feature_id,module_name,feature_name,feature_category,first_feature_used,usage_date,usage_count,active_days,session_duration_minutes,average_session_duration,feature_adoption_rate,adoption_stage,engagement_score,feature_success,error_count,device_type,login_location,ticket_id,ticket_created_date,first_response_minutes,ticket_closed_date,issue_category,priority,ticket_status,resolution_time_hours,sla_breached,assigned_team,customer_satisfaction,ticket_channel,product_version,release_cycle,churn_risk,monthly_active_user,weekly_active_user,start_year,start_month,start_day,start_quarter,end_year,end_month,end_day,end_quarter
REC004291,CUST004291,SUB004291,Starter,Standard,2024-02-26,2024-05-26,Quarterly,99,10,16.04,105.14,Paid,Card,Yes,0,Active,F0189,Automation,API,Core,Unknown,2024-03-28,250,15,704,88.0,100.0,Power User,100,Failed,2,Mobile,UK,TKT004291,Unknown,35,Unknown,Feature Request,Low,Open,59,Yes,Engineering,4.4,Phone,v2.2,Beta,Low,No,No,2024,2,26,1,2024,5,26,2
REC004292,CUST004292,SUB004292,Starter,Standard,2023-06-21,2023-09-19,Monthly,99,10,16.04,105.14,Pending,UPI,Yes,3,Active,F0108,Security,Invoice,Core,Unknown,2023-12-11,8,6,66,8.2,3.2,New,15,Success,6,Tablet,USA,TKT004292,Unknown,143,Unknown,Technical,Low,Open,2,Yes,Engineering,3.1,Email,v3.0,LTS,Medium,No,Yes,2023,6,21,2,2023,9,19,3
REC004293,CUST004293,SUB004293,Starter,Standard,2024-04-30,2025-04-30,Quarterly,99,5,16.93,110.98,Paid,UPI,No,6,Active,F0209,Automation,Dashboard,Premium,Unknown,2024-06-04,154,16,460,76.7,61.6,Power User,63,Success,3,Mobile,USA,TKT004293,Unknown,112,Unknown,Integration,Low,Closed,29,No,Engineering,4.1,Email,v3.0,Beta,Low,Yes,Yes,2024,4,30,2,2025,4,30,2
REC004294,CUST004294,SUB004294,Starter,Standard,2023-08-21,2023-11-19,Annual,99,10,16.04,105.14,Paid,PayPal,No,3,Active,F0029,Billing,API,AI,Unknown,2024-01-31,37,23,80,80.0,14.8,New,28,Success,0,Desktop,Germany,TKT004294,Unknown,38,Unknown,Feature Request,Low,Resolved,95,No,Support,5.0,Phone,v2.2,Stable,Low,Yes,No,2023,8,21,3,2023,11,19,4
REC004295,CUST004295,SUB004295,Starter,Standard,2023-03-14,2023-06-12,Quarterly,99,15,15.15,99.3,Paid,PayPal,No,1,Active,F0215,CRM,Reports,Core,Unknown,2023-04-09,160,9,451,150.3,64.0,Power User,86,Success,2,Mobile,USA,TKT004295,Unknown,147,Unknown,Feature Request,Medium,Open,54,Yes,Customer Success,4.4,Portal,v2.1,LTS,Low,No,No,2023,3,14,1,2023,6,12,2
REC004296,CUST004296,SUB004296,Starter,Standard,2023-06-05,2024-06-04,Annual,99,10,16.04,105.14,Paid,PayPal,Yes,3,Active,F0112,Analytics,API,Core,Unknown,2023-08-03,154,10,469,234.5,61.6,Power User,77,Failed,2,Mobile,UK,TKT004296,Unknown,84,Unknown,Billing,Medium,Open,4,Yes,Engineering,4.0,Phone,v2.0,LTS,Low,Yes,Yes,2023,6,5,2,2024,6,4,2
REC004297,CUST004297,SUB004297,Starter,Standard,2023-01-31,2023-03-02,Annual,99,5,16.93,110.98,Paid,Card,No,4,Active,F0107,Billing,Reports,Premium,Unknown,2023-03-09,90,16,230,115.0,36.0,Adopted,57,Success,5,Mobile,USA,TKT004297,Unknown,122,Unknown,Feature Request,High,Closed,11,Yes,Support,3.1,Chat,v3.0,LTS,Medium,Yes,Yes,2023,1,31,1,2023,3,2,1
REC004298,CUST004298,SUB004298,Starter,Standard,2024-01-20,2025-01-19,Monthly,99,15,15.15,99.3,Paid,Bank Transfer,No,2,Active,F0131,Billing,SSO,Core,Unknown,2024-05-20,223,24,608,101.3,89.2,Power User,100,Success,0,Tablet,Singapore,TKT004298,Unknown,29,Unknown,Billing,Critical,Resolved,37,No,Customer Success,5.0,Chat,v3.0,Stable,Low,Yes,Yes,2024,1,20,1,2025,1,19,1
REC004299,CUST004299,SUB004299,Starter,Standard,2023-07-25,2023-10-23,Quarterly,99,15,15.15,99.3,Paid,UPI,No,2,Active,F0236,Analytics,SSO,Core,Unknown,2023-08-18,226,19,645,215.0,90.4,Power User,100,Success,4,Tablet,UK,TKT004299,Unknown,15,Unknown,Feature Request,Low,Pending,50,Yes,Billing,3.9,Chat,v2.1,LTS,Medium,No,Yes,2023,7,25,3,2023,10,23,4
REC004300,CUST004300,SUB004300,Starter,Standard,2023-12-28,2024-01-27,Monthly,99,5,16.93,110.98,Paid,PayPal,Yes,3,Active,F0067,Integrations,Forecasting,Premium,Unknown,2024-01-24,166,18,458,91.6,66.4,Power User,90,Failed,3,Tablet,India,TKT004300,Unknown,169,Unknown,Integration,High,Pending,87,No,Billing,4.2,Phone,v2.1,Stable,Low,Yes,No,2023,12,28,4,2024,1,27,1
REC004301,CUST004301,SUB004301,Growth,Standard,2023-05-19,2023-06-18,Monthly,299,20,43.06,282.26,Paid,Bank Transfer,Yes,7,Active,F0230,Integrations,Reports,Core,Unknown,2023-09-11,126,21,387,64.5,50.4,Power User,75,Success,5,Tablet,USA,TKT004301,Unknown,80,Unknown,Integration,Critical,Resolved,74,No,Billing,3.7,Phone,v2.0,Beta,Medium,Yes,No,2023,5,19,2,2023,6,18,2
REC004302,CUST004302,SUB004302,Growth,Standard,2023-12-03,2024-01-02,Quarterly,299,5,51.13,335.18,Paid,Card,No,8,Active,F0161,Automation,Workflow,Core,Unknown,2024-03-02,244,11,698,698.0,97.6,Power User,100,Failed,3,Mobile,Germany,TKT004302,Unknown,129,Unknown,Feature Request,Medium,Open,41,No,Support,4.2,Email,v2.1,Beta,Low,No,No,2023,12,3,4,2024,1,2,1
REC004303,CUST004303,SUB004303,Growth,Standard,2024-04-26,2025-04-26,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,No,5,Active,F0040,CRM,API,Premium,Unknown,2024-07-24,193,7,551,275.5,77.2,Power User,100,Success,2,Tablet,India,TKT004303,Unknown,22,Unknown,Integration,Low,Closed,18,No,Engineering,4.6,Portal,v3.0,Stable,Low,No,Yes,2024,4,26,2,2025,4,26,2
REC004304,CUST004304,SUB004304,Growth,Standard,2023-05-17,2023-08-15,Monthly,299,0,53.82,352.82,Pending,Card,No,8,Active,F0077,Analytics,API,Premium,Unknown,2023-06-18,166,14,472,118.0,66.4,Power User,90,Failed,6,Desktop,Germany,TKT004304,Unknown,143,Unknown,Technical,Medium,Resolved,41,Yes,Billing,3.7,Portal,v2.1,Stable,Medium,Yes,No,2023,5,17,2,2023,8,15,3
REC004305,CUST004305,SUB004305,Growth,Standard,2023-03-10,2023-04-09,Annual,299,5,51.13,335.18,Failed,Card,No,7,Active,F0109,Integrations,Reports,Premium,Unknown,2023-09-08,211,20,570,95.0,84.4,Power User,100,Failed,1,Desktop,USA,TKT004305,Unknown,77,Unknown,Feature Request,High,Open,66,Yes,Billing,4.9,Phone,v2.2,LTS,Low,Yes,Yes,2023,3,10,1,2023,4,9,2
REC004306,CUST004306,SUB004306,Growth,Standard,2024-02-18,2025-02-17,Monthly,299,5,51.13,335.18,Paid,Card,No,3,Active,F0167,Integrations,Forecasting,Premium,Unknown,2024-03-30,244,21,695,86.9,97.6,Power User,100,Success,0,Tablet,USA,TKT004306,Unknown,115,Unknown,Integration,Low,Open,88,Yes,Support,5.0,Chat,v3.0,Stable,Low,Yes,Yes,2024,2,18,1,2025,2,17,1
REC004307,CUST004307,SUB004307,Growth,Standard,2023-03-21,2023-04-20,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,Yes,7,Active,F0036,Billing,Dashboard,AI,Unknown,2023-07-06,122,11,369,61.5,48.8,Power User,58,Failed,5,Tablet,Singapore,TKT004307,Unknown,79,Unknown,Integration,High,Closed,43,No,Support,3.6,Email,v2.2,Beta,Medium,No,No,2023,3,21,1,2023,4,20,2
REC004308,CUST004308,SUB004308,Growth,Standard,2024-04-01,2024-05-01,Quarterly,299,10,48.44,317.54,Paid,UPI,Yes,7,Active,F0006,Billing,Copilot,Core,Unknown,2024-08-10,11,11,5,5.0,4.4,New,16,Failed,4,Desktop,USA,TKT004308,Unknown,79,Unknown,Login,Medium,Closed,11,No,Customer Success,4.0,Phone,v3.0,LTS,Low,No,No,2024,4,1,2,2024,5,1,2
REC004309,CUST004309,SUB004309,Growth,Standard,2023-02-21,2024-02-21,Annual,299,20,43.06,282.26,Paid,Bank Transfer,No,7,Active,F0186,Billing,SSO,Core,Unknown,2023-03-13,106,9,288,36.0,42.4,Adopted,28,Success,6,Mobile,UK,TKT004309,Unknown,51,Unknown,Login,Low,Pending,28,Yes,Support,3.1,Phone,v2.2,LTS,Medium,No,No,2023,2,21,1,2024,2,21,1
REC004310,CUST004310,SUB004310,Growth,Standard,2023-08-23,2023-11-21,Quarterly,299,15,45.75,299.9,Paid,Card,No,2,Active,F0111,CRM,Reports,Premium,Unknown,2024-02-20,24,9,93,13.3,9.6,New,15,Failed,3,Desktop,UK,TKT004310,Unknown,71,Unknown,Feature Request,High,Pending,6,No,Customer Success,4.0,Phone,v3.0,Beta,Low,Yes,Yes,2023,8,23,3,2023,11,21,4
REC004311,CUST004311,SUB004311,Growth,Standard,2023-01-09,2024-01-09,Monthly,299,20,43.06,282.26,Paid,Bank Transfer,No,7,Active,F0176,Automation,API,Premium,Unknown,2023-04-14,58,18,158,39.5,23.2,Adopted,20,Success,5,Mobile,Germany,TKT004311,Unknown,115,Unknown,Billing,Low,Resolved,42,Yes,Support,3.9,Chat,v2.2,Stable,Medium,Yes,No,2023,1,9,1,2024,1,9,1
REC004312,CUST004312,SUB004312,Growth,Standard,2024-03-15,2024-06-13,Monthly,299,0,53.82,352.82,Paid,Bank Transfer,Yes,3,Active,F0133,Analytics,API,Core,Unknown,2024-05-13,22,15,46,23.0,8.8,New,15,Failed,0,Desktop,Singapore,TKT004312,Unknown,61,Unknown,Login,High,Pending,71,No,Support,4.8,Phone,v2.2,LTS,Low,Yes,No,2024,3,15,1,2024,6,13,2
REC004313,CUST004313,SUB004313,Growth,Standard,2023-12-27,2024-01-26,Monthly,299,20,43.06,282.26,Paid,PayPal,Yes,3,Active,F0109,Reporting,Dashboard,Premium,Unknown,2024-06-18,64,19,180,30.0,25.6,Adopted,40,Failed,2,Mobile,Germany,TKT004313,Unknown,80,Unknown,Billing,Low,Open,14,No,Billing,4.1,Phone,v2.2,Beta,Low,Yes,Yes,2023,12,27,4,2024,1,26,1
REC004314,CUST004314,SUB004314,Growth,Standard,2023-10-24,2024-10-23,Annual,299,20,43.06,282.26,Paid,PayPal,No,3,Active,F0042,Automation,Reports,AI,Unknown,2024-02-22,148,23,426,60.9,59.2,Power User,70,Success,0,Tablet,Singapore,TKT004314,Unknown,14,Unknown,Billing,High,Open,17,No,Billing,5.0,Phone,v2.0,Stable,Low,Yes,No,2023,10,24,4,2024,10,23,4
REC004315,CUST004315,SUB004315,Growth,Standard,2023-12-22,2024-12-21,Quarterly,299,0,53.82,352.82,Paid,PayPal,Yes,5,Active,F0201,AI Assistant,Invoice,Core,Unknown,2024-02-07,241,23,662,82.8,96.4,Power User,100,Failed,2,Desktop,UK,TKT004315,Unknown,152,Unknown,Integration,Low,Open,83,Yes,Customer Success,4.3,Phone,v3.0,Stable,Low,No,Yes,2023,12,22,4,2024,12,21,4
REC004316,CUST004316,SUB004316,Growth,Standard,2023-03-05,2024-03-04,Quarterly,299,5,51.13,335.18,Paid,Bank Transfer,No,6,Active,F0044,CRM,API,Core,Unknown,2023-06-11,5,10,17,5.0,2.0,New,15,Success,5,Desktop,Germany,TKT004316,Unknown,139,Unknown,Technical,Medium,Open,70,Yes,Customer Success,3.4,Email,v2.2,LTS,Medium,Yes,No,2023,3,5,1,2024,3,4,1
REC004317,CUST004317,SUB004317,Growth,Standard,2023-08-27,2023-09-26,Monthly,299,5,51.13,335.18,Paid,Bank Transfer,No,5,Active,F0139,AI Assistant,Forecasting,AI,Unknown,2023-12-25,68,16,176,22.0,27.2,Adopted,30,Success,8,Tablet,Singapore,TKT004317,Unknown,118,Unknown,Feature Request,Low,Open,68,Yes,Customer Success,2.4,Email,v2.0,Beta,High,No,Yes,2023,8,27,3,2023,9,26,3
REC004318,CUST004318,SUB004318,Growth,Standard,2023-02-12,2024-02-12,Quarterly,299,0,53.82,352.82,Paid,Card,No,8,Active,F0077,Security,Invoice,Premium,Unknown,2023-06-18,236,17,634,126.8,94.4,Power User,100,Success,2,Desktop,India,TKT004318,Unknown,70,Unknown,Billing,Medium,Closed,66,No,Billing,4.4,Portal,v2.0,Stable,Low,Yes,Yes,2023,2,12,1,2024,2,12,1
REC004319,CUST004319,SUB004319,Growth,Standard,2023-11-17,2024-11-16,Quarterly,299,5,51.13,335.18,Paid,Bank Transfer,Yes,0,Active,F0153,CRM,Reports,Core,Unknown,2024-05-11,247,19,679,679.0,98.8,Power User,100,Success,1,Tablet,Germany,TKT004319,Unknown,160,Unknown,Integration,Medium,Open,46,No,Engineering,5.0,Email,v2.0,Beta,Low,Yes,No,2023,11,17,4,2024,11,16,4
REC004320,CUST004320,SUB004320,Growth,Standard,2024-03-13,2024-04-12,Annual,299,5,51.13,335.18,Failed,Card,No,0,Active,F0028,Analytics,Reports,AI,Unknown,2024-04-02,236,21,625,89.3,94.4,Power User,100,Failed,4,Mobile,Singapore,TKT004320,Unknown,179,Unknown,Technical,Critical,Resolved,73,Yes,Engineering,3.4,Email,v2.1,Beta,Medium,No,No,2024,3,13,1,2024,4,12,2
REC004321,CUST004321,SUB004321,Growth,Standard,2023-02-27,2024-02-27,Annual,299,5,51.13,335.18,Paid,PayPal,No,4,Active,F0101,Security,Forecasting,AI,Unknown,2023-08-02,31,26,99,16.5,12.4,New,31,Failed,5,Mobile,India,TKT004321,Unknown,67,Unknown,Login,Low,Open,44,Yes,Support,3.6,Phone,v2.1,Beta,Medium,No,No,2023,2,27,1,2024,2,27,1
REC004322,CUST004322,SUB004322,Growth,Standard,2023-04-12,2023-07-11,Quarterly,299,10,48.44,317.54,Paid,PayPal,No,5,Active,F0133,AI Assistant,Copilot,Core,Unknown,2023-09-22,189,19,567,141.8,75.6,Power User,92,Success,5,Mobile,UK,TKT004322,Unknown,167,Unknown,Technical,Low,Resolved,51,No,Support,3.4,Email,v2.0,LTS,Medium,No,Yes,2023,4,12,2,2023,7,11,3
REC004323,CUST004323,SUB004323,Growth,Standard,2023-10-02,2023-11-01,Annual,299,0,53.82,352.82,Paid,Card,No,2,Active,F0112,Security,Reports,Premium,Unknown,2023-12-27,201,13,577,288.5,80.4,Power User,81,Failed,3,Desktop,Germany,TKT004323,Unknown,167,Unknown,Login,High,Resolved,59,Yes,Billing,4.0,Portal,v3.0,Stable,Low,No,Yes,2023,10,2,4,2023,11,1,4
REC004324,CUST004324,SUB004324,Growth,Standard,2023-09-01,2024-08-31,Quarterly,299,20,43.06,282.26,Paid,Bank Transfer,No,8,Active,F0126,CRM,Dashboard,Core,Unknown,2023-11-26,184,15,481,160.3,73.6,Power User,72,Success,3,Mobile,India,TKT004324,Unknown,54,Unknown,Integration,High,Pending,54,Yes,Customer Success,4.1,Email,v2.0,LTS,Low,No,No,2023,9,1,3,2024,8,31,3
REC004325,CUST004325,SUB004325,Growth,Standard,2023-10-17,2023-11-16,Quarterly,299,20,43.06,282.26,Paid,PayPal,Yes,1,Active,F0064,Automation,API,Core,Unknown,2023-12-18,46,14,108,108.0,18.4,Adopted,25,Failed,2,Mobile,Germany,TKT004325,Unknown,142,Unknown,Feature Request,High,Open,36,No,Engineering,4.5,Email,v2.0,LTS,Low,Yes,No,2023,10,17,4,2023,11,16,4
REC004326,CUST004326,SUB004326,Growth,Standard,2024-03-01,2024-05-30,Annual,299,0,53.82,352.82,Paid,PayPal,Yes,8,Active,F0205,AI Assistant,Dashboard,AI,Unknown,2024-05-20,129,21,355,118.3,51.6,Power User,72,Failed,0,Desktop,India,TKT004326,Unknown,57,Unknown,Feature Request,Medium,Closed,13,No,Customer Success,5.0,Portal,v2.2,Beta,Low,Yes,Yes,2024,3,1,1,2024,5,30,2
REC004327,CUST004327,SUB004327,Growth,Standard,2024-02-25,2024-03-26,Quarterly,299,20,43.06,282.26,Paid,Card,Yes,3,Active,F0145,Analytics,Invoice,Premium,Unknown,2024-04-04,202,13,576,144.0,80.8,Power User,89,Success,3,Tablet,India,TKT004327,Unknown,50,Unknown,Login,High,Closed,58,No,Support,3.8,Email,v3.0,Beta,Medium,No,No,2024,2,25,1,2024,3,26,1
REC004328,CUST004328,SUB004328,Growth,Standard,2024-02-07,2024-05-07,Quarterly,299,10,48.44,317.54,Paid,Card,Yes,3,Active,F0035,Security,Forecasting,Premium,Unknown,2024-06-15,177,14,480,68.6,70.8,Power User,79,Success,0,Desktop,UK,TKT004328,Unknown,123,Unknown,Billing,Low,Resolved,55,No,Engineering,4.9,Chat,v2.0,Beta,Low,Yes,Yes,2024,2,7,1,2024,5,7,2
REC004329,CUST004329,SUB004329,Growth,Standard,2023-04-15,2023-05-15,Monthly,299,10,48.44,317.54,Paid,UPI,Yes,5,Active,F0133,AI Assistant,Invoice,Premium,Unknown,2023-09-14,39,18,79,9.9,15.6,New,15,Success,6,Tablet,USA,TKT004329,Unknown,86,Unknown,Technical,Critical,Resolved,68,Yes,Engineering,2.8,Portal,v2.2,Beta,High,Yes,Yes,2023,4,15,2,2023,5,15,2
REC004330,CUST004330,SUB004330,Growth,Standard,2023-12-04,2024-01-03,Quarterly,299,15,45.75,299.9,Paid,Card,No,3,Active,F0194,CRM,Reports,Premium,Unknown,2024-05-21,217,14,576,82.3,86.8,Power User,100,Failed,5,Tablet,USA,TKT004330,Unknown,8,Unknown,Feature Request,Critical,Closed,53,Yes,Billing,3.9,Portal,v2.1,Beta,Medium,Yes,No,2023,12,4,4,2024,1,3,1
REC004331,CUST004331,SUB004331,Growth,Standard,2023-01-07,2023-04-07,Monthly,299,0,53.82,352.82,Paid,PayPal,Yes,0,Active,F0174,Automation,Invoice,AI,Unknown,2023-01-10,177,19,457,152.3,70.8,Power User,100,Success,2,Mobile,India,TKT004331,Unknown,60,Unknown,Feature Request,Low,Resolved,67,Yes,Billing,4.3,Email,v2.2,LTS,Low,No,No,2023,1,7,1,2023,4,7,2
REC004332,CUST004332,SUB004332,Growth,Standard,2023-05-20,2023-08-18,Monthly,299,0,53.82,352.82,Paid,Card,No,3,Active,F0219,Security,Dashboard,Core,Unknown,2023-06-09,199,26,576,82.3,79.6,Power User,92,Failed,0,Tablet,UK,TKT004332,Unknown,176,Unknown,Integration,Medium,Resolved,93,Yes,Customer Success,4.8,Portal,v2.0,LTS,Low,Yes,No,2023,5,20,2,2023,8,18,3
REC004333,CUST004333,SUB004333,Growth,Standard,2024-05-12,2024-06-11,Quarterly,299,0,53.82,352.82,Paid,UPI,No,2,Active,F0112,Reporting,Copilot,Core,Unknown,2024-10-26,85,9,271,38.7,34.0,Adopted,46,Success,3,Desktop,Singapore,TKT004333,Unknown,54,Unknown,Integration,Medium,Open,59,Yes,Support,3.6,Phone,v3.0,Beta,Medium,Yes,Yes,2024,5,12,2,2024,6,11,2
REC004334,CUST004334,SUB004334,Growth,Standard,2024-01-07,2024-02-06,Annual,299,10,48.44,317.54,Paid,Card,Yes,7,Active,F0039,AI Assistant,Invoice,Core,Unknown,2024-02-18,110,19,308,44.0,44.0,Adopted,73,Failed,4,Mobile,Singapore,TKT004334,Unknown,25,Unknown,Billing,Medium,Closed,55,No,Customer Success,3.6,Chat,v2.2,Beta,Medium,Yes,Yes,2024,1,7,1,2024,2,6,1
REC004335,CUST004335,SUB004335,Growth,Standard,2024-03-16,2024-04-15,Quarterly,299,5,51.13,335.18,Paid,Bank Transfer,No,4,Active,F0211,Integrations,Invoice,AI,Unknown,2024-05-13,29,20,57,9.5,11.6,New,26,Failed,0,Tablet,India,TKT004335,Unknown,115,Unknown,Login,Low,Closed,27,Yes,Customer Success,5.0,Portal,v2.0,LTS,Low,No,No,2024,3,16,1,2024,4,15,2
REC004336,CUST004336,SUB004336,Growth,Standard,2024-01-20,2025-01-19,Monthly,299,0,53.82,352.82,Paid,Bank Transfer,Yes,5,Active,F0020,Automation,Invoice,Premium,Unknown,2024-04-18,152,11,392,196.0,60.8,Power User,64,Failed,2,Tablet,UK,TKT004336,Unknown,21,Unknown,Login,Medium,Open,89,No,Customer Success,4.4,Email,v2.1,Beta,Low,No,No,2024,1,20,1,2025,1,19,1
REC004337,CUST004337,SUB004337,Growth,Standard,2023-03-20,2023-04-19,Monthly,299,20,43.06,282.26,Paid,UPI,Yes,6,Active,F0221,Analytics,Forecasting,AI,Unknown,2023-05-27,167,30,474,474.0,66.8,Power User,80,Success,1,Mobile,India,TKT004337,Unknown,66,Unknown,Feature Request,High,Open,4,No,Customer Success,4.2,Portal,v2.0,Stable,Low,No,No,2023,3,20,1,2023,4,19,2
REC004338,CUST004338,SUB004338,Growth,Standard,2024-05-04,2025-05-04,Quarterly,299,5,51.13,335.18,Paid,Bank Transfer,Yes,8,Active,F0056,Integrations,Invoice,Premium,Unknown,2024-11-04,53,23,161,32.2,21.2,Adopted,43,Failed,4,Desktop,UK,TKT004338,Unknown,85,Unknown,Billing,Low,Closed,51,No,Customer Success,3.9,Chat,v2.2,LTS,Medium,Yes,Yes,2024,5,4,2,2025,5,4,2
REC004339,CUST004339,SUB004339,Growth,Standard,2023-10-01,2023-12-30,Annual,299,10,48.44,317.54,Paid,Card,No,1,Active,F0177,Analytics,Copilot,Premium,Unknown,2024-02-10,111,18,324,162.0,44.4,Adopted,64,Failed,4,Tablet,India,TKT004339,Unknown,30,Unknown,Billing,Low,Resolved,68,No,Customer Success,3.9,Phone,v2.0,Beta,Medium,Yes,Yes,2023,10,1,4,2023,12,30,4
REC004340,CUST004340,SUB004340,Growth,Standard,2023-06-09,2023-07-09,Annual,299,15,45.75,299.9,Paid,UPI,Yes,1,Active,F0059,Reporting,Copilot,Premium,Unknown,2023-09-22,157,16,404,202.0,62.8,Power User,57,Failed,5,Mobile,USA,TKT004340,Unknown,152,Unknown,Technical,Critical,Resolved,79,No,Customer Success,4.0,Phone,v3.0,Stable,Low,Yes,No,2023,6,9,2,2023,7,9,3
REC004341,CUST004341,SUB004341,Growth,Standard,2024-04-01,2025-04-01,Monthly,299,0,53.82,352.82,Paid,Bank Transfer,No,0,Active,F0003,AI Assistant,Copilot,AI,Unknown,2024-08-27,229,24,642,214.0,91.6,Power User,100,Failed,2,Tablet,Germany,TKT004341,Unknown,20,Unknown,Technical,High,Closed,16,Yes,Engineering,4.2,Email,v2.2,LTS,Low,Yes,No,2024,4,1,2,2025,4,1,2
REC004342,CUST004342,SUB004342,Growth,Standard,2023-08-15,2023-11-13,Monthly,299,0,53.82,352.82,Paid,PayPal,No,8,Active,F0019,Reporting,API,Premium,Unknown,2024-02-26,190,23,542,542.0,76.0,Power User,84,Failed,3,Tablet,Germany,TKT004342,Unknown,116,Unknown,Billing,High,Open,30,Yes,Customer Success,4.2,Portal,v2.0,LTS,Low,No,Yes,2023,8,15,3,2023,11,13,4
REC004343,CUST004343,SUB004343,Growth,Standard,2023-08-25,2023-09-24,Quarterly,299,0,53.82,352.82,Paid,PayPal,No,1,Active,F0241,Billing,Copilot,AI,Unknown,2023-09-30,181,19,491,163.7,72.4,Power User,72,Success,0,Desktop,India,TKT004343,Unknown,70,Unknown,Technical,Medium,Pending,17,No,Support,5.0,Email,v2.0,LTS,Low,Yes,Yes,2023,8,25,3,2023,9,24,3
REC004344,CUST004344,SUB004344,Growth,Standard,2024-01-26,2024-02-25,Quarterly,299,5,51.13,335.18,Paid,Bank Transfer,Yes,0,Active,F0124,Integrations,Workflow,Premium,Unknown,2024-05-12,135,15,369,46.1,54.0,Power User,70,Success,0,Tablet,USA,TKT004344,Unknown,125,Unknown,Feature Request,Critical,Closed,59,No,Support,5.0,Phone,v2.2,LTS,Low,Yes,Yes,2024,1,26,1,2024,2,25,1
REC004345,CUST004345,SUB004345,Growth,Standard,2023-03-27,2023-06-25,Quarterly,299,0,53.82,352.82,Paid,Card,No,2,Active,F0200,Reporting,Invoice,Premium,Unknown,2023-04-03,87,19,274,45.7,34.8,Adopted,34,Success,4,Mobile,Singapore,TKT004345,Unknown,95,Unknown,Integration,High,Open,44,Yes,Engineering,3.4,Chat,v2.2,Stable,Medium,Yes,No,2023,3,27,1,2023,6,25,2
REC004346,CUST004346,SUB004346,Growth,Standard,2023-07-26,2024-07-25,Monthly,299,20,43.06,282.26,Paid,PayPal,No,8,Active,F0067,CRM,API,Core,Unknown,2023-12-19,95,12,263,52.6,38.0,Adopted,65,Success,3,Desktop,Germany,TKT004346,Unknown,150,Unknown,Billing,Medium,Open,55,Yes,Support,4.5,Chat,v2.1,Beta,Low,Yes,Yes,2023,7,26,3,2024,7,25,3
REC004347,CUST004347,SUB004347,Growth,Standard,2023-02-03,2023-05-04,Annual,299,20,43.06,282.26,Paid,Bank Transfer,No,4,Active,F0193,Security,Invoice,Premium,Unknown,2023-05-02,38,28,144,144.0,15.2,New,22,Failed,4,Tablet,USA,TKT004347,Unknown,109,Unknown,Technical,Low,Open,13,Yes,Billing,3.6,Portal,v2.2,LTS,Medium,Yes,No,2023,2,3,1,2023,5,4,2
REC004348,CUST004348,SUB004348,Growth,Standard,2023-10-17,2023-11-16,Annual,299,10,48.44,317.54,Failed,UPI,Yes,1,Active,F0004,Integrations,Forecasting,Premium,Unknown,2023-12-15,18,19,57,9.5,7.2,New,15,Failed,3,Mobile,Germany,TKT004348,Unknown,89,Unknown,Feature Request,Low,Closed,51,Yes,Engineering,3.8,Chat,v2.1,Beta,Medium,Yes,Yes,2023,10,17,4,2023,11,16,4
REC004349,CUST004349,SUB004349,Growth,Standard,2024-02-25,2024-03-26,Annual,299,5,51.13,335.18,Paid,Card,No,6,Active,F0064,Reporting,API,Core,Unknown,2024-04-20,204,13,578,115.6,81.6,Power User,100,Success,0,Desktop,UK,TKT004349,Unknown,128,Unknown,Feature Request,Critical,Closed,7,Yes,Support,4.8,Chat,v2.0,Stable,Low,No,No,2024,2,25,1,2024,3,26,1
REC004350,CUST004350,SUB004350,Growth,Standard,2023-08-17,2023-11-15,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,No,4,Active,F0020,Integrations,SSO,Core,Unknown,2023-11-20,216,17,600,300.0,86.4,Power User,100,Failed,2,Mobile,India,TKT004350,Unknown,128,Unknown,Integration,Low,Closed,39,Yes,Engineering,4.5,Email,v2.2,Beta,Low,No,No,2023,8,17,3,2023,11,15,4
REC004351,CUST004351,SUB004351,Business,Premium,2023-06-12,2024-06-11,Quarterly,799,0,143.82,942.82,Paid,PayPal,Yes,6,Active,F0047,Billing,Invoice,Core,Unknown,2023-07-29,67,25,187,93.5,26.8,Adopted,28,Success,3,Tablet,USA,TKT004351,Unknown,168,Unknown,Technical,Low,Open,64,No,Engineering,4.0,Phone,v2.0,LTS,Low,Yes,No,2023,6,12,2,2024,6,11,2
REC004352,CUST004352,SUB004352,Business,Premium,2023-02-14,2024-02-14,Monthly,799,15,122.25,801.4,Paid,Bank Transfer,Yes,4,Active,F0176,Automation,Dashboard,AI,Unknown,2023-04-28,210,23,564,94.0,84.0,Power User,100,Success,1,Mobile,Germany,TKT004352,Unknown,50,Unknown,Integration,Critical,Resolved,31,Yes,Billing,4.9,Portal,v3.0,Beta,Low,Yes,No,2023,2,14,1,2024,2,14,1
