record_id,customer_id,subscription_id,subscription_plan,plan_category,subscription_start_date,subscription_end_date,billing_cycle,subscription_fee,discount_percent,tax_amount,final_amount_paid,payment_status,payment_method,auto_renew,renewal_count,subscription_status,feature_id,module_name,feature_name,feature_category,first_feature_used,usage_date,usage_count,active_days,session_duration_minutes,average_session_duration,feature_adoption_rate,adoption_stage,engagement_score,feature_success,error_count,device_type,login_location,ticket_id,ticket_created_date,first_response_minutes,ticket_closed_date,issue_category,priority,ticket_status,resolution_time_hours,sla_breached,assigned_team,customer_satisfaction,ticket_channel,product_version,release_cycle,churn_risk,monthly_active_user,weekly_active_user
REC004679,CUST004679,SUB004679,Enterprise,Premium,2024-01-12,2024-04-11,Monthly,2499,20,359.86,2359.06,Paid,UPI,Yes,3,Active,F0016,Security,Copilot,Core,SSO,2024-03-28,76,13,181,25.9,30.4,Adopted,32,Success,7,Desktop,USA,TKT004679,2024-09-18 00:00:00,153,2024-09-20 02:00:00,Technical,Low,Resolved,50,No,Engineering,3.1,Phone,v2.2,Stable,Medium,Yes,Yes
REC004680,CUST004680,SUB004680,Enterprise,Premium,2023-01-19,2024-01-19,Monthly,2499,5,427.33,2801.38,Paid,PayPal,No,2,Active,F0130,Integrations,Forecasting,AI,Copilot,2023-06-18,51,22,155,22.1,20.4,Adopted,41,Success,3,Desktop,UK,TKT004680,2023-08-04 00:00:00,143,2023-08-04 15:00:00,Feature Request,Low,Pending,15,Yes,Support,3.7,Chat,v3.0,Stable,Medium,Yes,Yes
REC004681,CUST004681,SUB004681,Enterprise,Premium,2023-02-28,2023-05-29,Quarterly,2499,0,449.82,2948.82,Paid,Bank Transfer,Yes,4,Active,F0234,Analytics,Invoice,Core,API,2023-05-09,169,19,478,59.8,67.6,Power User,76,Success,0,Desktop,Germany,TKT004681,2023-04-01 00:00:00,90,2023-04-04 11:00:00,Integration,Low,Pending,83,Yes,Customer Success,4.9,Portal,v2.2,Beta,Low,No,Yes
REC004682,CUST004682,SUB004682,Enterprise,Premium,2023-11-17,2024-11-16,Annual,2499,10,404.84,2653.94,Paid,Bank Transfer,Yes,2,Active,F0178,Security,Forecasting,Premium,Forecasting,2024-02-19,198,16,545,136.2,79.2,Power User,91,Failed,4,Mobile,India,TKT004682,2023-12-30 00:00:00,46,2024-01-02 09:00:00,Feature Request,Medium,Resolved,81,Yes,Customer Success,3.5,Email,v3.0,Beta,Medium,Yes,Yes
REC004683,CUST004683,SUB004683,Enterprise,Premium,2023-09-05,2024-09-04,Quarterly,2499,5,427.33,2801.38,Paid,Card,No,1,Active,F0143,Analytics,Forecasting,AI,Forecasting,2024-03-16,77,21,186,26.6,30.8,Adopted,63,Success,3,Mobile,USA,TKT004683,2024-05-06 00:00:00,24,2024-05-08 11:00:00,Integration,Medium,Pending,59,Yes,Customer Success,4,Portal,v3.0,LTS,Low,Yes,Yes
REC004684,CUST004684,SUB004684,Enterprise,Premium,2023-08-08,2024-08-07,Annual,2499,10,404.84,2653.94,Paid,UPI,Yes,2,Active,F0250,AI Assistant,SSO,Core,Dashboard,2023-09-26,125,13,363,51.9,50,Power User,66,Success,1,Tablet,India,TKT004684,2024-03-21 00:00:00,118,2024-03-24 11:00:00,Technical,Medium,Open,83,Yes,Support,4.9,Email,v2.0,Beta,Low,Yes,No
REC004685,CUST004685,SUB004685,Enterprise,Premium,2023-06-03,2023-07-03,Quarterly,2499,15,382.35,2506.5,Paid,Bank Transfer,Yes,6,Active,F0008,Billing,Dashboard,AI,Copilot,2023-11-09,137,12,355,59.2,54.8,Power User,69,Success,3,Tablet,Germany,TKT004685,2024-02-23 00:00:00,33,2024-02-25 06:00:00,Login,Medium,Closed,54,Yes,Support,3.9,Portal,v2.2,Beta,Medium,No,No
REC004686,CUST004686,SUB004686,Enterprise,Premium,2023-09-27,2023-10-27,Monthly,2499,0,449.82,2948.82,Paid,Card,No,0,Active,F0203,CRM,Workflow,AI,Copilot,2024-03-31,118,20,340,113.3,47.2,Adopted,73,Success,1,Desktop,USA,TKT004686,2023-11-05 00:00:00,152,2023-11-06 16:00:00,Login,Medium,Closed,40,Yes,Support,5,Email,v2.2,LTS,Low,Yes,No
REC004687,CUST004687,SUB004687,Enterprise,Premium,2023-10-31,2024-01-29,Monthly,2499,20,359.86,2359.06,Paid,UPI,No,5,Active,F0121,Billing,Copilot,AI,SSO,2024-01-17,228,23,653,217.7,91.2,Power User,100,Success,4,Desktop,Singapore,TKT004687,2024-04-18 00:00:00,131,2024-04-20 07:00:00,Integration,High,Pending,55,Yes,Engineering,3.7,Email,v2.2,Beta,Medium,Yes,Yes
REC004688,CUST004688,SUB004688,Enterprise,Premium,2024-01-26,2025-01-25,Annual,2499,15,382.35,2506.5,Paid,UPI,Yes,2,Active,F0081,AI Assistant,Workflow,Premium,Dashboard,2024-02-27,56,21,143,47.7,22.4,Adopted,25,Failed,4,Mobile,Germany,TKT004688,2024-05-18 00:00:00,95,2024-05-21 12:00:00,Technical,High,Open,84,Yes,Engineering,3.9,Phone,v2.2,LTS,Medium,Yes,Yes
REC004689,CUST004689,SUB004689,Enterprise,Premium,2023-02-02,2023-05-03,Quarterly,2499,0,449.82,2948.82,Paid,Bank Transfer,Yes,4,Active,F0009,Integrations,Reports,AI,Copilot,2023-03-15,23,17,85,85,9.2,New,15,Failed,2,Tablet,USA,TKT004689,2023-09-30 00:00:00,142,2023-09-30 03:00:00,Integration,High,Resolved,3,Yes,Customer Success,4.2,Phone,v2.0,Stable,Low,Yes,No
REC004690,CUST004690,SUB004690,Enterprise,Premium,2023-04-07,2024-04-06,Annual,2499,15,382.35,2506.5,Paid,Card,Yes,3,Active,F0080,AI Assistant,SSO,AI,Dashboard,2023-08-27,91,16,223,31.9,36.4,Adopted,47,Success,3,Desktop,Singapore,TKT004690,2023-06-30 00:00:00,100,2023-07-03 13:00:00,Billing,High,Resolved,85,Yes,Billing,4.6,Chat,v2.1,LTS,Low,No,Yes
REC004691,CUST004691,SUB004691,Starter,Standard,2024-04-04,2025-04-04,Monthly,99,15,15.15,99.3,Paid,PayPal,Yes,4,Active,F0171,Automation,SSO,Premium,Invoice,2024-09-10,220,16,594,198,88,Power User,100,Failed,3,Tablet,Germany,TKT004691,2024-12-20 00:00:00,30,2024-12-23 22:00:00,Feature Request,High,Closed,94,Yes,Billing,4,Email,v2.2,Stable,Low,Yes,No
REC004692,CUST004692,SUB004692,Starter,Standard,2023-03-05,2024-03-04,Monthly,99,5,16.93,110.98,Pending,PayPal,No,1,Active,F0034,Integrations,Invoice,Premium,API,2023-04-11,89,5,261,52.2,35.6,Adopted,41,Failed,5,Desktop,UK,TKT004692,2023-04-15 00:00:00,163,2023-04-18 23:00:00,Technical,Critical,Closed,95,No,Support,3.8,Email,v2.1,LTS,Medium,No,Yes
REC004693,CUST004693,SUB004693,Starter,Standard,2023-12-26,2024-12-25,Monthly,99,20,14.26,93.46,Paid,Bank Transfer,Yes,3,Active,F0121,Integrations,Workflow,AI,API,2024-04-02,10,12,15,15,4,New,15,Failed,6,Tablet,Germany,TKT004693,2024-03-23 00:00:00,104,2024-03-26 22:00:00,Technical,Low,Open,94,Yes,Engineering,2.7,Chat,v2.2,LTS,High,Yes,No
REC004694,CUST004694,SUB004694,Starter,Standard,2023-08-25,2024-08-24,Monthly,99,20,14.26,93.46,Failed,Card,No,3,Active,F0107,Automation,API,Premium,Copilot,2023-10-18,78,18,237,237,31.2,Adopted,41,Success,3,Mobile,USA,TKT004694,2023-10-18 00:00:00,134,2023-10-19 22:00:00,Technical,Medium,Open,46,No,Engineering,3.9,Phone,v3.0,LTS,Medium,Yes,No
REC004695,CUST004695,SUB004695,Starter,Standard,2024-05-13,2024-08-11,Quarterly,99,20,14.26,93.46,Paid,PayPal,Yes,5,Active,F0182,Analytics,Workflow,Core,Copilot,2024-09-09,78,26,220,27.5,31.2,Adopted,40,Failed,3,Desktop,UK,TKT004695,2024-11-03 00:00:00,47,2024-11-07 00:00:00,Billing,High,Pending,96,No,Support,4,Portal,v2.0,Beta,Low,Yes,Yes
REC004696,CUST004696,SUB004696,Starter,Standard,2024-05-11,2025-05-11,Monthly,99,5,16.93,110.98,Paid,PayPal,No,3,Active,F0172,Analytics,Dashboard,Premium,Dashboard,2024-11-14,19,18,27,9,7.6,New,15,Failed,3,Mobile,UK,TKT004696,2024-12-31 00:00:00,104,2025-01-01 06:00:00,Billing,Medium,Open,30,No,Support,4.1,Portal,v2.1,Beta,Low,Yes,No
REC004697,CUST004697,SUB004697,Starter,Standard,2024-03-12,2024-06-10,Annual,99,10,16.04,105.14,Paid,Card,No,8,Active,F0126,Billing,Forecasting,Core,Invoice,2024-08-15,135,18,388,55.4,54,Power User,64,Failed,2,Desktop,India,TKT004697,2024-11-20 00:00:00,170,2024-11-22 05:00:00,Integration,High,Closed,53,Yes,Customer Success,4.6,Chat,v3.0,Stable,Low,No,Yes
REC004698,CUST004698,SUB004698,Starter,Standard,2024-01-16,2025-01-15,Annual,99,5,16.93,110.98,Paid,Bank Transfer,Yes,2,Active,F0005,Billing,Reports,Premium,Dashboard,2024-02-11,192,15,528,528,76.8,Power User,100,Failed,2,Tablet,UK,TKT004698,2024-08-03 00:00:00,128,2024-08-06 13:00:00,Billing,High,Open,85,Yes,Customer Success,4.3,Portal,v3.0,Stable,Low,No,Yes
REC004699,CUST004699,SUB004699,Starter,Standard,2023-11-20,2024-11-19,Monthly,99,20,14.26,93.46,Pending,Bank Transfer,Yes,5,Active,F0215,Automation,Dashboard,Premium,Workflow,2024-03-09,13,14,11,5,5.2,New,15,Success,3,Mobile,India,TKT004699,2024-06-28 00:00:00,111,2024-06-29 06:00:00,Technical,Medium,Closed,30,Yes,Support,3.7,Phone,v3.0,LTS,Medium,No,Yes
REC004700,CUST004700,SUB004700,Starter,Standard,2023-05-15,2023-06-14,Monthly,99,15,15.15,99.3,Paid,Card,No,1,Active,F0104,CRM,Copilot,AI,API,2023-09-09,97,8,277,34.6,38.8,Adopted,55,Success,6,Mobile,Germany,TKT004700,2023-08-08 00:00:00,173,2023-08-10 03:00:00,Billing,Medium,Resolved,51,Yes,Support,3.4,Portal,v2.1,Beta,Medium,Yes,No
REC004701,CUST004701,SUB004701,Growth,Standard,2024-04-25,2024-05-25,Quarterly,299,5,51.13,335.18,Paid,UPI,No,3,Active,F0181,Automation,SSO,AI,Workflow,2024-07-28,22,17,81,16.2,8.8,New,15,Failed,4,Desktop,USA,TKT004701,2024-09-30 00:00:00,179,2024-10-03 13:00:00,Feature Request,Low,Pending,85,No,Customer Success,3.8,Phone,v2.1,LTS,Medium,Yes,Yes
REC004702,CUST004702,SUB004702,Growth,Standard,2023-07-22,2023-08-21,Annual,299,0,53.82,352.82,Pending,UPI,Yes,6,Active,F0074,CRM,Copilot,Core,Invoice,2023-09-17,204,16,558,93,81.6,Power User,100,Success,1,Mobile,Germany,TKT004702,2024-02-02 00:00:00,53,2024-02-05 10:00:00,Technical,High,Resolved,82,No,Support,5,Email,v2.1,LTS,Low,No,No
REC004703,CUST004703,SUB004703,Growth,Standard,2024-02-04,2025-02-03,Monthly,299,20,43.06,282.26,Paid,UPI,Yes,8,Active,F0131,CRM,API,Core,Workflow,2024-07-25,20,25,71,23.7,8,New,15,Success,6,Tablet,India,TKT004703,2024-05-23 00:00:00,47,2024-05-26 22:00:00,Integration,Critical,Closed,94,No,Customer Success,3,Portal,v2.1,Stable,Medium,No,Yes
REC004704,CUST004704,SUB004704,Growth,Standard,2023-04-19,2023-05-19,Annual,299,0,53.82,352.82,Paid,UPI,Yes,0,Active,F0143,Security,Invoice,Premium,Forecasting,2023-10-04,166,19,477,95.4,66.4,Power User,95,Success,0,Tablet,UK,TKT004704,2023-08-15 00:00:00,55,2023-08-15 09:00:00,Integration,Medium,Closed,9,Yes,Billing,4.8,Portal,v2.0,Beta,Low,Yes,No
REC004705,CUST004705,SUB004705,Growth,Standard,2023-10-25,2024-10-24,Monthly,299,10,48.44,317.54,Paid,Bank Transfer,No,3,Active,F0097,Security,Invoice,AI,Reports,2024-03-02,14,21,17,5,5.6,New,15,Failed,4,Desktop,USA,TKT004705,2024-06-27 00:00:00,32,2024-06-27 04:00:00,Billing,High,Open,4,No,Support,3.9,Phone,v2.1,Stable,Medium,Yes,Yes
REC004706,CUST004706,SUB004706,Growth,Standard,2023-05-12,2024-05-11,Quarterly,299,20,43.06,282.26,Paid,UPI,No,0,Active,F0212,Security,API,Premium,Invoice,2023-05-18,60,5,178,22.2,24,Adopted,28,Success,4,Tablet,UK,TKT004706,2024-01-13 00:00:00,40,2024-01-14 22:00:00,Login,Low,Resolved,46,Yes,Billing,3.7,Phone,v2.1,Beta,Medium,No,No
REC004707,CUST004707,SUB004707,Growth,Standard,2023-05-08,2024-05-07,Quarterly,299,5,51.13,335.18,Paid,UPI,No,2,Active,F0185,Billing,Reports,AI,Reports,2023-11-21,165,19,467,66.7,66,Power User,82,Success,2,Tablet,Singapore,TKT004707,2023-05-08 00:00:00,31,2023-05-08 03:00:00,Feature Request,Critical,Resolved,3,Yes,Billing,4.3,Email,v2.2,Stable,Low,No,Yes
REC004708,CUST004708,SUB004708,Growth,Standard,2023-06-09,2024-06-08,Monthly,299,15,45.75,299.9,Paid,Bank Transfer,Yes,6,Active,F0086,AI Assistant,Dashboard,AI,Workflow,2023-07-30,246,11,656,82,98.4,Power User,100,Failed,2,Mobile,UK,TKT004708,2024-02-25 00:00:00,81,2024-02-26 15:00:00,Feature Request,Critical,Open,39,Yes,Customer Success,4.2,Phone,v2.2,Beta,Low,No,Yes
REC004709,CUST004709,SUB004709,Growth,Standard,2023-10-21,2024-01-19,Annual,299,20,43.06,282.26,Pending,Bank Transfer,No,4,Active,F0163,Analytics,Reports,Premium,Invoice,2024-02-10,64,8,197,32.8,25.6,Adopted,35,Failed,2,Mobile,USA,TKT004709,2024-06-26 00:00:00,48,2024-06-29 23:00:00,Integration,Low,Resolved,95,No,Billing,4.2,Chat,v2.1,Beta,Low,Yes,No
REC004710,CUST004710,SUB004710,Growth,Standard,2023-10-04,2023-11-03,Quarterly,299,0,53.82,352.82,Paid,PayPal,No,1,Active,F0197,Automation,Forecasting,Core,SSO,2023-11-04,224,18,662,110.3,89.6,Power User,100,Success,2,Tablet,Germany,TKT004710,2024-06-05 00:00:00,96,2024-06-06 00:00:00,Technical,Low,Closed,24,No,Support,4.8,Chat,v2.0,LTS,Low,No,Yes
REC004711,CUST004711,SUB004711,Growth,Standard,2023-02-02,2023-05-03,Monthly,299,20,43.06,282.26,Paid,PayPal,No,3,Active,F0030,Analytics,Dashboard,AI,API,2023-05-06,76,19,236,33.7,30.4,Adopted,26,Failed,0,Desktop,USA,TKT004711,2023-06-29 00:00:00,109,2023-06-29 19:00:00,Technical,Low,Resolved,19,No,Customer Success,5,Portal,v2.0,LTS,Low,Yes,No
REC004712,CUST004712,SUB004712,Growth,Standard,2023-11-25,2023-12-25,Monthly,299,5,51.13,335.18,Paid,Card,No,6,Active,F0114,Integrations,API,Core,SSO,2023-11-29,124,22,348,43.5,49.6,Power User,69,Success,1,Tablet,Germany,TKT004712,2024-01-05 00:00:00,51,2024-01-05 14:00:00,Technical,Medium,Open,14,No,Billing,4.5,Phone,v3.0,Stable,Low,Yes,No
REC004713,CUST004713,SUB004713,Growth,Standard,2024-02-21,2025-02-20,Quarterly,299,5,51.13,335.18,Paid,UPI,Yes,4,Active,F0024,Analytics,Forecasting,Core,API,2024-04-24,14,24,22,22,5.6,New,15,Success,2,Tablet,India,TKT004713,2024-05-16 00:00:00,56,2024-05-18 23:00:00,Login,Low,Open,71,No,Customer Success,4.4,Portal,v2.2,Stable,Low,Yes,No
REC004714,CUST004714,SUB004714,Growth,Standard,2023-11-20,2024-11-19,Quarterly,299,0,53.82,352.82,Paid,PayPal,No,2,Active,F0160,AI Assistant,Invoice,Core,Copilot,2024-05-27,174,15,483,120.8,69.6,Power User,99,Success,0,Mobile,Germany,TKT004714,2024-07-15 00:00:00,110,2024-07-17 14:00:00,Technical,Critical,Closed,62,No,Billing,5,Chat,v2.1,Stable,Low,No,Yes
REC004715,CUST004715,SUB004715,Growth,Standard,2023-10-01,2023-10-31,Quarterly,299,20,43.06,282.26,Paid,PayPal,No,7,Active,F0152,Automation,Copilot,Core,Invoice,2023-10-10,65,26,195,195,26,Adopted,38,Success,7,Desktop,Singapore,TKT004715,2024-02-23 00:00:00,50,2024-02-23 18:00:00,Billing,High,Resolved,18,No,Billing,3.1,Chat,v2.0,LTS,Medium,Yes,No
REC004716,CUST004716,SUB004716,Growth,Standard,2024-04-06,2025-04-06,Annual,299,10,48.44,317.54,Paid,PayPal,Yes,0,Active,F0176,AI Assistant,API,AI,SSO,2024-07-23,89,17,237,79,35.6,Adopted,54,Failed,5,Tablet,India,TKT004716,2024-10-05 00:00:00,5,2024-10-05 06:00:00,Integration,Medium,Closed,6,No,Engineering,3.8,Phone,v3.0,Beta,Medium,No,Yes
REC004717,CUST004717,SUB004717,Growth,Standard,2023-09-19,2023-12-18,Annual,299,5,51.13,335.18,Paid,Bank Transfer,Yes,3,Active,F0035,CRM,Invoice,AI,Dashboard,2024-01-18,93,15,268,33.5,37.2,Adopted,59,Success,5,Mobile,UK,TKT004717,2024-04-03 00:00:00,66,2024-04-05 21:00:00,Login,Medium,Open,69,Yes,Engineering,3.5,Email,v3.0,Beta,Medium,Yes,No
REC004718,CUST004718,SUB004718,Growth,Standard,2024-04-23,2024-05-23,Annual,299,20,43.06,282.26,Paid,UPI,Yes,2,Active,F0157,Billing,Workflow,AI,Reports,2024-08-14,97,13,277,69.2,38.8,Adopted,43,Failed,4,Tablet,Singapore,TKT004718,2025-01-31 00:00:00,178,2025-01-31 22:00:00,Integration,Critical,Pending,22,Yes,Engineering,3.3,Portal,v3.0,LTS,Medium,No,No
REC004719,CUST004719,SUB004719,Growth,Standard,2023-08-13,2024-08-12,Monthly,299,0,53.82,352.82,Paid,UPI,Yes,8,Active,F0118,Automation,Dashboard,Premium,Forecasting,2024-01-18,58,4,160,32,23.2,Adopted,29,Success,3,Desktop,USA,TKT004719,2024-01-01 00:00:00,46,2024-01-04 22:00:00,Billing,Critical,Closed,94,No,Support,4.2,Portal,v3.0,LTS,Low,No,Yes
REC004720,CUST004720,SUB004720,Growth,Standard,2024-01-04,2024-04-03,Annual,299,0,53.82,352.82,Paid,PayPal,Yes,5,Active,F0020,CRM,Reports,Premium,SSO,2024-07-10,179,26,473,94.6,71.6,Power User,87,Success,4,Mobile,India,TKT004720,2024-02-28 00:00:00,177,2024-03-01 03:00:00,Billing,High,Open,51,Yes,Engineering,4.3,Chat,v3.0,LTS,Low,No,Yes
REC004721,CUST004721,SUB004721,Growth,Standard,2023-04-05,2024-04-04,Quarterly,299,15,45.75,299.9,Paid,PayPal,No,2,Active,F0073,Reporting,Reports,AI,Dashboard,2023-04-29,203,26,573,71.6,81.2,Power User,100,Success,1,Mobile,India,TKT004721,2023-11-18 00:00:00,66,2023-11-20 00:00:00,Feature Request,Low,Pending,48,Yes,Support,5,Phone,v2.2,Beta,Low,No,No
REC004722,CUST004722,SUB004722,Growth,Standard,2023-01-01,2024-01-01,Annual,299,20,43.06,282.26,Paid,Card,Yes,6,Active,F0068,Automation,Workflow,AI,API,2023-01-18,87,23,248,31,34.8,Adopted,47,Success,4,Desktop,Singapore,TKT004722,2023-03-09 00:00:00,59,2023-03-09 18:00:00,Technical,High,Open,18,Yes,Engineering,4.1,Chat,v3.0,LTS,Low,Yes,No
REC004723,CUST004723,SUB004723,Growth,Standard,2024-03-25,2024-06-23,Quarterly,299,5,51.13,335.18,Paid,Card,Yes,5,Active,F0057,Reporting,Workflow,AI,Dashboard,2024-08-08,64,18,190,63.3,25.6,Adopted,48,Success,5,Desktop,Germany,TKT004723,2024-05-22 00:00:00,10,2024-05-25 04:00:00,Integration,Medium,Resolved,76,No,Support,3.7,Portal,v2.1,LTS,Medium,Yes,Yes
REC004724,CUST004724,SUB004724,Growth,Standard,2023-08-30,2023-09-29,Annual,299,10,48.44,317.54,Paid,PayPal,No,5,Active,F0027,Automation,Invoice,Core,Dashboard,2024-03-01,72,22,210,35,28.8,Adopted,32,Success,3,Tablet,USA,TKT004724,2023-09-03 00:00:00,130,2023-09-05 20:00:00,Integration,High,Resolved,68,Yes,Support,4.5,Email,v3.0,LTS,Low,No,No
REC004725,CUST004725,SUB004725,Growth,Standard,2024-04-30,2024-05-30,Quarterly,299,10,48.44,317.54,Paid,PayPal,No,6,Active,F0007,Analytics,Forecasting,AI,Copilot,2024-07-10,79,23,185,23.1,31.6,Adopted,31,Failed,4,Tablet,USA,TKT004725,2024-07-01 00:00:00,96,2024-07-04 05:00:00,Billing,Critical,Pending,77,No,Engineering,3.4,Phone,v2.1,LTS,Medium,Yes,Yes
REC004726,CUST004726,SUB004726,Growth,Standard,2023-09-24,2023-10-24,Monthly,299,20,43.06,282.26,Paid,PayPal,Yes,8,Active,F0179,Billing,Workflow,AI,Copilot,2023-11-19,22,12,54,7.7,8.8,New,26,Success,1,Tablet,Germany,TKT004726,2023-10-22 00:00:00,151,2023-10-25 15:00:00,Feature Request,High,Closed,87,Yes,Customer Success,5,Chat,v2.2,Stable,Low,Yes,Yes
REC004727,CUST004727,SUB004727,Growth,Standard,2023-05-30,2023-06-29,Annual,299,0,53.82,352.82,Paid,Bank Transfer,Yes,0,Active,F0173,CRM,Invoice,Core,Invoice,2023-11-05,100,18,274,45.7,40,Adopted,27,Failed,3,Desktop,UK,TKT004727,2023-09-13 00:00:00,180,2023-09-13 04:00:00,Technical,Critical,Pending,4,No,Support,4.5,Email,v2.1,Beta,Low,No,Yes
REC004728,CUST004728,SUB004728,Growth,Standard,2023-02-14,2023-05-15,Annual,299,15,45.75,299.9,Paid,UPI,Yes,5,Active,F0053,CRM,Copilot,AI,Workflow,2023-08-23,18,19,73,18.2,7.2,New,15,Success,2,Mobile,USA,TKT004728,2023-06-09 00:00:00,55,2023-06-11 11:00:00,Login,High,Resolved,59,Yes,Engineering,4.5,Portal,v2.1,Stable,Low,Yes,Yes
REC004729,CUST004729,SUB004729,Growth,Standard,2023-04-11,2023-05-11,Annual,299,20,43.06,282.26,Paid,Bank Transfer,Yes,1,Active,F0200,AI Assistant,Dashboard,Premium,Reports,2023-08-25,50,15,146,73,20,Adopted,25,Success,0,Tablet,USA,TKT004729,2023-07-23 00:00:00,149,2023-07-25 04:00:00,Billing,Low,Resolved,52,Yes,Engineering,5,Portal,v2.2,LTS,Low,No,Yes
REC004730,CUST004730,SUB004730,Growth,Standard,2024-04-03,2025-04-03,Monthly,299,0,53.82,352.82,Paid,UPI,No,5,Active,F0044,Automation,Copilot,Core,Dashboard,2024-06-15,99,18,268,38.3,39.6,Adopted,47,Success,2,Mobile,India,TKT004730,2024-08-30 00:00:00,151,2024-09-01 19:00:00,Feature Request,Medium,Resolved,67,Yes,Billing,4,Portal,v2.1,Stable,Low,No,No
REC004731,CUST004731,SUB004731,Growth,Standard,2023-09-05,2023-12-04,Annual,299,5,51.13,335.18,Pending,Card,Yes,8,Active,F0046,CRM,API,AI,Invoice,2023-09-28,42,12,118,59,16.8,Adopted,31,Success,3,Mobile,Singapore,TKT004731,2024-01-27 00:00:00,140,2024-01-29 18:00:00,Login,High,Closed,66,No,Customer Success,4,Chat,v2.1,Stable,Low,Yes,No
REC004732,CUST004732,SUB004732,Growth,Standard,2023-06-02,2023-08-31,Quarterly,299,15,45.75,299.9,Paid,PayPal,No,4,Active,F0176,CRM,Invoice,Core,Dashboard,2023-08-30,5,23,29,14.5,2,New,15,Failed,4,Tablet,UK,TKT004732,2024-03-17 00:00:00,102,2024-03-17 04:00:00,Feature Request,High,Resolved,4,Yes,Support,4.3,Phone,v3.0,Beta,Low,Yes,No
REC004733,CUST004733,SUB004733,Growth,Standard,2023-02-08,2023-03-10,Quarterly,299,10,48.44,317.54,Paid,Bank Transfer,Yes,2,Active,F0092,AI Assistant,Invoice,Core,Reports,2023-06-25,248,12,701,233.7,99.2,Power User,100,Success,0,Tablet,USA,TKT004733,2023-08-05 00:00:00,84,2023-08-05 10:00:00,Feature Request,Low,Resolved,10,Yes,Billing,5,Chat,v2.0,Stable,Low,Yes,Yes
REC004734,CUST004734,SUB004734,Growth,Standard,2024-05-08,2025-05-08,Annual,299,15,45.75,299.9,Paid,Card,No,3,Active,F0154,Integrations,Reports,AI,Dashboard,2024-09-22,186,5,547,182.3,74.4,Power User,88,Success,0,Tablet,Germany,TKT004734,2024-11-19 00:00:00,7,2024-11-20 14:00:00,Technical,High,Closed,38,Yes,Engineering,4.7,Phone,v2.0,Stable,Low,No,Yes
REC004735,CUST004735,SUB004735,Growth,Standard,2023-09-10,2023-10-10,Monthly,299,5,51.13,335.18,Paid,Bank Transfer,No,7,Active,F0058,Analytics,Copilot,Core,SSO,2024-01-12,203,26,571,95.2,81.2,Power User,100,Success,2,Tablet,India,TKT004735,2024-04-05 00:00:00,129,2024-04-06 00:00:00,Integration,Low,Resolved,24,No,Engineering,4.9,Portal,v2.0,Stable,Low,No,No
REC004736,CUST004736,SUB004736,Growth,Standard,2023-11-27,2023-12-27,Annual,299,15,45.75,299.9,Paid,Card,No,7,Active,F0237,Billing,Invoice,Premium,Dashboard,2024-04-09,135,14,367,91.8,54,Power User,68,Failed,0,Tablet,UK,TKT004736,2024-05-20 00:00:00,90,2024-05-21 20:00:00,Feature Request,Critical,Closed,44,No,Engineering,5,Chat,v3.0,LTS,Low,No,Yes
REC004737,CUST004737,SUB004737,Growth,Standard,2023-06-11,2024-06-10,Quarterly,299,5,51.13,335.18,Paid,PayPal,No,0,Active,F0158,Security,Forecasting,AI,Workflow,2023-09-24,237,20,745,248.3,94.8,Power User,100,Success,4,Desktop,UK,TKT004737,2023-10-20 00:00:00,38,2023-10-24 00:00:00,Login,Low,Resolved,96,Yes,Customer Success,4.3,Email,v2.0,Beta,Low,Yes,Yes
REC004738,CUST004738,SUB004738,Growth,Standard,2023-10-20,2023-11-19,Quarterly,299,20,43.06,282.26,Paid,Card,Yes,0,Active,F0200,Security,Workflow,Core,Dashboard,2024-02-12,40,21,133,66.5,16,Adopted,23,Failed,3,Tablet,USA,TKT004738,2024-04-19 00:00:00,178,2024-04-20 16:00:00,Billing,Critical,Open,40,No,Support,4,Portal,v3.0,Stable,Low,No,Yes
REC004739,CUST004739,SUB004739,Growth,Standard,2024-01-30,2024-04-29,Monthly,299,10,48.44,317.54,Paid,UPI,Yes,3,Active,F0132,Security,Workflow,Premium,Reports,2024-07-13,204,14,570,142.5,81.6,Power User,83,Success,0,Mobile,Germany,TKT004739,2024-05-23 00:00:00,47,2024-05-24 22:00:00,Login,Medium,Resolved,46,Yes,Billing,4.7,Phone,v2.0,LTS,Low,Yes,No
REC004740,CUST004740,SUB004740,Growth,Standard,2023-10-02,2024-10-01,Monthly,299,15,45.75,299.9,Paid,PayPal,Yes,3,Active,F0151,Integrations,Forecasting,AI,Dashboard,2023-12-21,117,16,322,80.5,46.8,Adopted,69,Success,5,Mobile,USA,TKT004740,2024-04-18 00:00:00,34,2024-04-21 17:00:00,Login,Medium,Open,89,No,Customer Success,3.7,Portal,v3.0,LTS,Medium,Yes,Yes
REC004741,CUST004741,SUB004741,Growth,Standard,2023-07-22,2024-07-21,Annual,299,5,51.13,335.18,Paid,Bank Transfer,No,2,Active,F0123,Analytics,Copilot,AI,Workflow,2024-01-24,200,18,580,82.9,80,Power User,100,Failed,1,Desktop,Singapore,TKT004741,2024-03-02 00:00:00,92,2024-03-02 12:00:00,Integration,High,Resolved,12,No,Customer Success,4.4,Phone,v3.0,Beta,Low,Yes,Yes
