customer_id,customer_code,company_name,industry,company_size,customer_segment,employee_count,annual_revenue_usd,country,region,city,signup_date,first_login_date,last_login_date,login_count,customer_tenure_months,organization_age,account_manager_id,customer_status,customer_type
CUST000920,CC000920,Pulse Technologies 920,Government,SMB,SMB,214,3000000,UAE,Middle East,Abu Dhabi,2024-03-21,2024-03-23,2024-04-25,219,9,27,AM020,Active,B2B
CUST000921,CC000921,Apex Solutions 921,Information Technology,SMB,SMB,130,2000000,India,South Asia,Hyderabad,2022-06-11,2022-06-14,2023-12-24,882,30,10,AM021,Active,B2B
CUST000922,CC000922,Vertex Solutions 922,Banking & Finance,SMB,SMB,155,6000000,USA,North America,Chicago,2023-05-05,2023-05-07,2024-02-27,718,19,13,AM022,Active,B2B
CUST000923,CC000923,Nova Solutions 923,Healthcare,SMB,SMB,133,5000000,UK,Europe,London,2022-03-28,2022-04-03,2023-05-14,417,33,13,AM023,Active,B2B
CUST000924,CC000924,BluePeak Solutions 924,Manufacturing,SMB,SMB,196,4000000,Canada,North America,Toronto,2022-01-24,2022-01-27,2022-05-28,218,35,31,AM024,Active,B2B
CUST000925,CC000925,Quantum Solutions 925,Retail,SMB,SMB,93,1000000,Germany,Europe,Munich,2023-09-25,2023-10-01,2024-12-31,167,15,18,AM025,Active,B2B
CUST000926,CC000926,Prime Solutions 926,E-commerce,SMB,SMB,144,3000000,Singapore,Asia,Singapore,2022-01-15,2022-01-21,2023-05-30,136,35,33,AM026,Active,B2B
CUST000927,CC000927,Zenith Solutions 927,Education,SMB,SMB,102,4000000,Australia,Oceania,Melbourne,2022-10-22,2022-10-29,2023-12-24,456,26,10,AM027,Active,B2B
CUST000928,CC000928,Fusion Solutions 928,Logistics,SMB,SMB,203,4000000,Japan,Asia,Osaka,2024-01-15,2024-01-18,2024-12-31,433,11,13,AM028,Active,B2B
CUST000929,CC000929,Orbit Solutions 929,Telecommunications,SMB,SMB,57,5000000,France,Europe,Lyon,2022-08-30,2022-09-06,2023-06-17,611,28,25,AM029,Active,B2B
CUST000930,CC000930,Bright Solutions 930,Real Estate,SMB,SMB,167,2000000,UAE,Middle East,Dubai,2023-04-26,2023-04-28,2024-04-23,718,20,27,AM030,Active,B2B
CUST000931,CC000931,NextGen Solutions 931,Pharmaceuticals,SMB,SMB,148,7000000,India,South Asia,Mumbai,2022-09-20,2022-09-21,2023-01-26,68,27,5,AM031,Active,B2B
CUST000932,CC000932,Alpha Solutions 932,Hospitality,SMB,SMB,110,8000000,USA,North America,Seattle,2023-09-13,2023-09-13,2023-10-18,531,15,18,AM032,Active,B2B
CUST000933,CC000933,Vision Solutions 933,Insurance,SMB,SMB,127,7000000,UK,Europe,Leeds,2023-01-15,2023-01-17,2024-09-10,609,23,4,AM033,Active,B2B
CUST000934,CC000934,Core Solutions 934,Consulting,SMB,SMB,93,8000000,Canada,North America,Vancouver,2024-06-17,2024-06-24,2024-12-06,339,6,7,AM034,Active,B2B
CUST000935,CC000935,Nexa Solutions 935,Media,SMB,SMB,160,3000000,Germany,Europe,Munich,2022-04-30,2022-05-05,2022-07-19,526,32,10,AM035,Active,B2B
CUST000936,CC000936,Skyline Solutions 936,Energy,SMB,SMB,121,6000000,Singapore,Asia,Singapore,2022-10-17,2022-10-21,2024-08-08,544,26,18,AM036,Active,B2B
CUST000937,CC000937,Pioneer Solutions 937,Automotive,SMB,SMB,92,6000000,Australia,Oceania,Perth,2023-05-19,2023-05-21,2024-12-31,69,19,30,AM037,Active,B2B
CUST000938,CC000938,Optima Solutions 938,Agriculture,SMB,SMB,63,4000000,Japan,Asia,Tokyo,2022-02-06,2022-02-13,2022-12-06,737,34,12,AM038,Active,B2B
CUST000939,CC000939,Elevate Solutions 939,Construction,SMB,SMB,79,8000000,France,Europe,Paris,2023-03-29,2023-04-03,2024-11-27,483,21,33,AM039,Active,B2B
CUST000940,CC000940,Pulse Solutions 940,Government,SMB,SMB,234,3000000,UAE,Middle East,Dubai,2022-12-24,2022-12-25,2023-08-20,199,24,20,AM040,Active,B2B
CUST000941,CC000941,Apex Systems 941,Information Technology,SMB,SMB,241,5000000,India,South Asia,Mumbai,2023-11-11,2023-11-14,2024-12-31,553,13,2,AM041,Active,B2B
CUST000942,CC000942,Vertex Systems 942,Banking & Finance,SMB,SMB,96,7000000,USA,North America,New York,2022-09-10,2022-09-17,2023-01-21,41,27,23,AM042,Active,B2B
CUST000943,CC000943,Nova Systems 943,Healthcare,SMB,SMB,224,2000000,UK,Europe,Manchester,2023-01-18,2023-01-19,2024-01-15,44,23,11,AM043,Active,B2B
CUST000944,CC000944,BluePeak Systems 944,Manufacturing,SMB,SMB,231,8000000,Canada,North America,Vancouver,2023-10-06,2023-10-10,2024-12-31,352,14,2,AM044,Inactive,B2B
CUST000945,CC000945,Quantum Systems 945,Retail,SMB,SMB,217,8000000,Germany,Europe,Munich,2024-01-20,2024-01-22,2024-09-24,835,11,5,AM045,Active,B2B
CUST000946,CC000946,Prime Systems 946,E-commerce,SMB,SMB,132,1000000,Singapore,Asia,Singapore,2023-07-15,2023-07-21,2023-11-22,276,17,27,AM046,Active,B2B
CUST000947,CC000947,Zenith Systems 947,Education,SMB,SMB,247,7000000,Australia,Oceania,Sydney,2022-01-22,2022-01-25,2022-08-09,813,35,26,AM047,Active,B2B
CUST000948,CC000948,Fusion Systems 948,Logistics,SMB,SMB,215,3000000,Japan,Asia,Tokyo,2022-11-02,2022-11-09,2024-02-24,716,25,21,AM048,Active,B2B
CUST000949,CC000949,Orbit Systems 949,Telecommunications,SMB,SMB,141,2000000,France,Europe,Lyon,2023-06-09,2023-06-12,2024-11-24,412,18,30,AM049,Active,B2B
CUST000950,CC000950,Bright Systems 950,Real Estate,SMB,SMB,194,7000000,UAE,Middle East,Dubai,2024-02-14,2024-02-20,2024-12-31,459,10,13,AM050,Active,B2B
CUST000951,CC000951,NextGen Systems 951,Pharmaceuticals,Mid-Market,Mid-Market,345,12000000,India,South Asia,Mumbai,2022-12-16,2022-12-23,2023-09-08,522,24,11,AM051,Active,B2B
CUST000952,CC000952,Alpha Systems 952,Hospitality,Mid-Market,Mid-Market,912,43000000,USA,North America,New York,2022-10-25,2022-11-01,2024-02-21,835,26,7,AM052,Active,B2B
CUST000953,CC000953,Vision Systems 953,Insurance,Mid-Market,Mid-Market,402,18000000,UK,Europe,Leeds,2022-11-04,2022-11-07,2024-05-25,317,25,29,AM053,Active,B2B
CUST000954,CC000954,Core Systems 954,Consulting,Mid-Market,Mid-Market,814,14000000,Canada,North America,Toronto,2023-06-10,2023-06-11,2024-12-14,437,18,29,AM054,Active,B2B
CUST000955,CC000955,Nexa Systems 955,Media,Mid-Market,Mid-Market,926,46000000,Germany,Europe,Munich,2022-12-30,2023-01-03,2024-09-23,802,24,7,AM055,Active,B2B
CUST000956,CC000956,Skyline Systems 956,Energy,Mid-Market,Mid-Market,366,39000000,Singapore,Asia,Singapore,2024-03-16,2024-03-18,2024-12-31,100,9,4,AM056,Active,B2B
CUST000957,CC000957,Pioneer Systems 957,Automotive,Mid-Market,Mid-Market,971,29000000,Australia,Oceania,Melbourne,2023-08-25,2023-09-01,2024-12-31,364,16,18,AM057,Inactive,B2B
CUST000958,CC000958,Optima Systems 958,Agriculture,Mid-Market,Mid-Market,441,23000000,Japan,Asia,Tokyo,2022-03-22,2022-03-26,2022-08-11,562,33,29,AM058,Active,B2B
CUST000959,CC000959,Elevate Systems 959,Construction,Mid-Market,Mid-Market,654,17000000,France,Europe,Paris,2022-06-25,2022-07-02,2023-11-15,688,30,27,AM059,Inactive,B2B
CUST000960,CC000960,Pulse Systems 960,Government,Mid-Market,Mid-Market,866,41000000,UAE,Middle East,Abu Dhabi,2023-09-26,2023-10-01,2024-12-08,104,15,21,AM060,Active,B2B
CUST000961,CC000961,Apex Analytics 961,Information Technology,Mid-Market,Mid-Market,264,22000000,India,South Asia,Hyderabad,2024-04-15,2024-04-15,2024-11-23,229,8,3,AM001,Active,B2B
CUST000962,CC000962,Vertex Analytics 962,Banking & Finance,Mid-Market,Mid-Market,398,25000000,USA,North America,Chicago,2024-05-12,2024-05-15,2024-09-10,803,7,21,AM002,Active,B2B
CUST000963,CC000963,Nova Analytics 963,Healthcare,Mid-Market,Mid-Market,735,37000000,UK,Europe,London,2022-04-30,2022-05-02,2022-11-04,511,32,30,AM003,Active,B2B
CUST000964,CC000964,BluePeak Analytics 964,Manufacturing,Mid-Market,Mid-Market,710,47000000,Canada,North America,Toronto,2022-07-26,2022-07-30,2024-04-03,67,29,27,AM004,Active,B2B
CUST000965,CC000965,Quantum Analytics 965,Retail,Mid-Market,Mid-Market,355,50000000,Germany,Europe,Hamburg,2023-03-19,2023-03-25,2024-09-12,52,21,20,AM005,Active,B2B
CUST000966,CC000966,Prime Analytics 966,E-commerce,Mid-Market,Mid-Market,747,42000000,Singapore,Asia,Singapore,2022-08-26,2022-08-26,2024-03-18,447,28,3,AM006,Active,B2B
CUST000967,CC000967,Zenith Analytics 967,Education,Mid-Market,Mid-Market,816,14000000,Australia,Oceania,Melbourne,2023-10-26,2023-11-01,2024-12-31,521,14,9,AM007,Active,B2B
CUST000968,CC000968,Fusion Analytics 968,Logistics,Mid-Market,Mid-Market,911,32000000,Japan,Asia,Osaka,2023-12-16,2023-12-22,2024-02-11,309,12,12,AM008,Active,B2B
CUST000969,CC000969,Orbit Analytics 969,Telecommunications,Mid-Market,Mid-Market,730,32000000,France,Europe,Lyon,2022-08-26,2022-08-29,2024-05-21,631,28,23,AM009,Active,B2B
CUST000970,CC000970,Bright Analytics 970,Real Estate,Mid-Market,Mid-Market,982,39000000,UAE,Middle East,Dubai,2022-10-28,2022-11-03,2024-02-02,830,26,25,AM010,Active,B2B
CUST000971,CC000971,NextGen Analytics 971,Pharmaceuticals,Mid-Market,Mid-Market,415,49000000,India,South Asia,Bengaluru,2022-10-17,2022-10-18,2024-03-25,192,26,10,AM011,Active,B2B
CUST000972,CC000972,Alpha Analytics 972,Hospitality,Mid-Market,Mid-Market,870,41000000,USA,North America,New York,2024-03-23,2024-03-29,2024-12-31,255,9,21,AM012,Active,B2B
CUST000973,CC000973,Vision Analytics 973,Insurance,Mid-Market,Mid-Market,298,11000000,UK,Europe,Manchester,2022-09-25,2022-09-30,2023-04-10,862,27,13,AM013,Active,B2B
CUST000974,CC000974,Core Analytics 974,Consulting,Mid-Market,Mid-Market,765,12000000,Canada,North America,Toronto,2022-12-12,2022-12-18,2023-05-13,138,24,16,AM014,Active,B2B
CUST000975,CC000975,Nexa Analytics 975,Media,Mid-Market,Mid-Market,748,26000000,Germany,Europe,Munich,2024-03-14,2024-03-19,2024-06-04,169,9,19,AM015,Active,B2B
CUST000976,CC000976,Skyline Analytics 976,Energy,Enterprise,Enterprise,4578,191000000,Singapore,Asia,Singapore,2023-12-25,2023-12-25,2024-12-31,876,12,31,AM016,Active,B2B
CUST000977,CC000977,Pioneer Analytics 977,Automotive,Enterprise,Enterprise,4992,87000000,Australia,Oceania,Perth,2023-09-17,2023-09-18,2024-12-31,534,15,4,AM017,Active,B2B
CUST000978,CC000978,Optima Analytics 978,Agriculture,Enterprise,Enterprise,3580,90000000,Japan,Asia,Tokyo,2023-01-06,2023-01-08,2023-12-03,795,23,30,AM018,Active,B2B
CUST000979,CC000979,Elevate Analytics 979,Construction,Enterprise,Enterprise,4000,282000000,France,Europe,Paris,2022-06-07,2022-06-12,2023-06-19,140,30,10,AM019,Active,B2B
CUST000980,CC000980,Pulse Analytics 980,Government,Enterprise,Enterprise,2798,166000000,UAE,Middle East,Dubai,2022-09-09,2022-09-16,2023-09-30,532,27,20,AM020,Active,B2B
CUST000981,CC000981,Apex Digital 981,Information Technology,Enterprise,Enterprise,2089,155000000,India,South Asia,Chennai,2023-01-05,2023-01-08,2023-07-12,446,23,35,AM021,Active,B2B
CUST000982,CC000982,Vertex Digital 982,Banking & Finance,Enterprise,Enterprise,1565,265000000,USA,North America,Chicago,2023-02-28,2023-03-06,2024-07-17,828,22,35,AM022,Active,B2B
CUST000983,CC000983,Nova Digital 983,Healthcare,Enterprise,Enterprise,4865,67000000,UK,Europe,Manchester,2022-05-30,2022-05-30,2023-12-10,101,31,6,AM023,Active,B2B
CUST000984,CC000984,BluePeak Digital 984,Manufacturing,Enterprise,Enterprise,2645,257000000,Canada,North America,Toronto,2023-03-21,2023-03-21,2024-05-26,691,21,4,AM024,Inactive,B2B
CUST000985,CC000985,Quantum Digital 985,Retail,Enterprise,Enterprise,1618,291000000,Germany,Europe,Hamburg,2022-03-01,2022-03-05,2023-06-07,712,33,27,AM025,Active,B2B
CUST000986,CC000986,Prime Digital 986,E-commerce,Enterprise,Enterprise,4578,137000000,Singapore,Asia,Singapore,2022-12-19,2022-12-19,2023-10-31,640,24,35,AM026,Inactive,B2B
CUST000987,CC000987,Zenith Digital 987,Education,Enterprise,Enterprise,3868,163000000,Australia,Oceania,Melbourne,2023-10-22,2023-10-25,2024-12-31,729,14,30,AM027,Active,B2B
CUST000988,CC000988,Fusion Digital 988,Logistics,Enterprise,Enterprise,4325,260000000,Japan,Asia,Nagoya,2023-02-19,2023-02-22,2024-01-26,52,22,7,AM028,Active,B2B
CUST000989,CC000989,Orbit Digital 989,Telecommunications,Enterprise,Enterprise,2597,245000000,France,Europe,Marseille,2024-01-28,2024-01-30,2024-12-31,233,11,20,AM029,Active,B2B
CUST000990,CC000990,Bright Digital 990,Real Estate,Enterprise,Enterprise,3260,139000000,UAE,Middle East,Abu Dhabi,2024-02-15,2024-02-17,2024-04-10,830,10,3,AM030,Active,B2B
CUST000991,CC000991,NextGen Digital 991,Pharmaceuticals,Small,Startup,21,347000,India,South Asia,Pune,2024-01-14,2024-01-20,2024-12-31,764,11,9,AM031,Active,B2B
CUST000992,CC000992,Alpha Digital 992,Hospitality,Small,Startup,28,365000,USA,North America,Boston,2022-12-29,2022-12-30,2023-03-18,474,24,9,AM032,Active,B2B
CUST000993,CC000993,Vision Digital 993,Insurance,Small,Startup,5,564000,UK,Europe,Manchester,2022-08-30,2022-09-02,2023-09-25,306,28,21,AM033,Active,B2B
CUST000994,CC000994,Core Digital 994,Consulting,Small,Startup,41,788000,Canada,North America,Toronto,2024-01-02,2024-01-08,2024-12-31,122,11,17,AM034,Active,B2B
CUST000995,CC000995,Nexa Digital 995,Media,Small,Startup,42,297000,Germany,Europe,Munich,2023-04-11,2023-04-12,2023-10-09,863,20,29,AM035,Active,B2B
CUST000996,CC000996,Skyline Digital 996,Energy,Small,Startup,10,163000,Singapore,Asia,Singapore,2022-05-14,2022-05-21,2023-01-25,94,31,30,AM036,Active,B2B
CUST000997,CC000997,Pioneer Digital 997,Automotive,Small,Startup,38,512000,Australia,Oceania,Perth,2023-07-27,2023-08-02,2024-05-28,666,17,33,AM037,Active,B2B
CUST000998,CC000998,Optima Digital 998,Agriculture,Small,Startup,33,805000,Japan,Asia,Osaka,2024-01-20,2024-01-26,2024-08-09,532,11,11,AM038,Active,B2B
CUST000999,CC000999,Elevate Digital 999,Construction,Small,Startup,34,232000,France,Europe,Marseille,2023-06-10,2023-06-11,2024-02-13,499,18,31,AM039,Active,B2B
CUST001000,CC001000,Pulse Digital 1000,Government,Small,Startup,15,672000,UAE,Middle East,Abu Dhabi,2022-05-02,2022-05-08,2022-09-27,393,31,9,AM040,Active,B2B
CUST001001,CC001001,Apex Cloud 1001,Information Technology,SMB,SMB,60,3000000,India,South Asia,Hyderabad,2023-01-16,2023-01-20,2024-03-08,316,23,21,AM041,Active,B2B
CUST001002,CC001002,Vertex Cloud 1002,Banking & Finance,SMB,SMB,86,3000000,USA,North America,Boston,2023-03-08,2023-03-08,2024-02-13,235,21,20,AM042,Active,B2B
CUST001003,CC001003,Nova Cloud 1003,Healthcare,SMB,SMB,239,8000000,UK,Europe,London,2022-05-06,2022-05-11,2022-08-18,442,31,4,AM043,Active,B2B
CUST001004,CC001004,BluePeak Cloud 1004,Manufacturing,SMB,SMB,129,8000000,Canada,North America,Vancouver,2024-03-11,2024-03-17,2024-12-31,795,9,10,AM044,Active,B2B
CUST001005,CC001005,Quantum Cloud 1005,Retail,SMB,SMB,212,8000000,Germany,Europe,Munich,2023-11-15,2023-11-22,2024-05-22,106,13,22,AM045,Active,B2B
CUST001006,CC001006,Prime Cloud 1006,E-commerce,SMB,SMB,220,7000000,Singapore,Asia,Singapore,2022-08-27,2022-09-02,2023-09-14,701,28,4,AM046,Active,B2B
CUST001007,CC001007,Zenith Cloud 1007,Education,SMB,SMB,238,5000000,Australia,Oceania,Perth,2022-04-01,2022-04-03,2022-05-28,589,32,21,AM047,Active,B2B
CUST001008,CC001008,Fusion Cloud 1008,Logistics,SMB,SMB,214,2000000,Japan,Asia,Tokyo,2023-09-26,2023-09-26,2024-12-31,208,15,35,AM048,Active,B2B
CUST001009,CC001009,Orbit Cloud 1009,Telecommunications,SMB,SMB,178,1000000,France,Europe,Paris,2023-11-06,2023-11-08,2023-12-27,820,13,19,AM049,Active,B2B
CUST001010,CC001010,Bright Cloud 1010,Real Estate,SMB,SMB,230,8000000,UAE,Middle East,Dubai,2024-04-06,2024-04-11,2024-12-31,518,8,4,AM050,Active,B2B
CUST001011,CC001011,NextGen Cloud 1011,Pharmaceuticals,SMB,SMB,55,6000000,India,South Asia,Chennai,2022-07-04,2022-07-10,2022-09-02,339,29,35,AM051,Active,B2B
CUST001012,CC001012,Alpha Cloud 1012,Hospitality,SMB,SMB,73,2000000,USA,North America,New York,2023-07-09,2023-07-11,2024-05-28,202,17,11,AM052,Active,B2B
CUST001013,CC001013,Vision Cloud 1013,Insurance,SMB,SMB,72,3000000,UK,Europe,Manchester,2023-02-22,2023-02-24,2023-05-25,200,22,22,AM053,Active,B2B
CUST001014,CC001014,Core Cloud 1014,Consulting,SMB,SMB,64,5000000,Canada,North America,Vancouver,2022-04-12,2022-04-17,2022-10-09,346,32,28,AM054,Active,B2B
CUST001015,CC001015,Nexa Cloud 1015,Media,SMB,SMB,80,1000000,Germany,Europe,Berlin,2022-09-03,2022-09-06,2024-02-22,785,27,34,AM055,Active,B2B
CUST001016,CC001016,Skyline Cloud 1016,Energy,SMB,SMB,79,5000000,Singapore,Asia,Singapore,2022-11-22,2022-11-29,2024-07-17,82,25,28,AM056,Active,B2B
CUST001017,CC001017,Pioneer Cloud 1017,Automotive,SMB,SMB,154,4000000,Australia,Oceania,Sydney,2022-10-03,2022-10-04,2023-07-13,326,26,10,AM057,Active,B2B
CUST001018,CC001018,Optima Cloud 1018,Agriculture,SMB,SMB,164,2000000,Japan,Asia,Nagoya,2023-05-28,2023-05-31,2023-11-22,568,19,25,AM058,Inactive,B2B
CUST001019,CC001019,Elevate Cloud 1019,Construction,SMB,SMB,112,7000000,France,Europe,Marseille,2023-04-08,2023-04-08,2023-05-09,864,20,31,AM059,Active,B2B
CUST001020,CC001020,Pulse Cloud 1020,Government,SMB,SMB,217,3000000,UAE,Middle East,Dubai,2022-03-03,2022-03-10,2023-01-13,874,33,18,AM060,Active,B2B
CUST001021,CC001021,Apex Networks 1021,Information Technology,SMB,SMB,139,4000000,India,South Asia,Mumbai,2024-05-10,2024-05-14,2024-07-29,771,7,12,AM001,Active,B2B
CUST001022,CC001022,Vertex Networks 1022,Banking & Finance,SMB,SMB,67,5000000,USA,North America,New York,2023-02-09,2023-02-10,2023-08-02,457,22,19,AM002,Active,B2B
CUST001023,CC001023,Nova Networks 1023,Healthcare,SMB,SMB,179,6000000,UK,Europe,Leeds,2022-12-17,2022-12-21,2024-04-27,266,24,19,AM003,Active,B2B
CUST001024,CC001024,BluePeak Networks 1024,Manufacturing,SMB,SMB,132,6000000,Canada,North America,Toronto,2023-04-16,2023-04-21,2023-06-06,676,20,10,AM004,Inactive,B2B
CUST001025,CC001025,Quantum Networks 1025,Retail,SMB,SMB,205,8000000,Germany,Europe,Berlin,2022-01-10,2022-01-12,2023-04-10,795,35,33,AM005,Active,B2B
CUST001026,CC001026,Prime Networks 1026,E-commerce,SMB,SMB,70,2000000,Singapore,Asia,Singapore,2024-05-02,2024-05-09,2024-10-12,847,7,24,AM006,Active,B2B
CUST001027,CC001027,Zenith Networks 1027,Education,SMB,SMB,203,6000000,Australia,Oceania,Melbourne,2022-07-01,2022-07-01,2022-12-05,394,29,31,AM007,Inactive,B2B
CUST001028,CC001028,Fusion Networks 1028,Logistics,SMB,SMB,163,1000000,Japan,Asia,Tokyo,2024-01-31,2024-01-31,2024-12-13,211,11,24,AM008,Active,B2B
CUST001029,CC001029,Orbit Networks 1029,Telecommunications,SMB,SMB,207,5000000,France,Europe,Marseille,2022-08-15,2022-08-18,2024-02-04,52,28,25,AM009,Active,B2B
CUST001030,CC001030,Bright Networks 1030,Real Estate,SMB,SMB,230,4000000,UAE,Middle East,Dubai,2022-07-20,2022-07-26,2022-12-16,597,29,19,AM010,Active,B2B
CUST001031,CC001031,NextGen Networks 1031,Pharmaceuticals,SMB,SMB,93,4000000,India,South Asia,Mumbai,2023-11-20,2023-11-22,2024-02-26,778,13,10,AM011,Active,B2B
CUST001032,CC001032,Alpha Networks 1032,Hospitality,SMB,SMB,116,4000000,USA,North America,Boston,2024-01-17,2024-01-21,2024-09-03,724,11,3,AM012,Active,B2B
CUST001033,CC001033,Vision Networks 1033,Insurance,SMB,SMB,207,5000000,UK,Europe,Leeds,2023-07-28,2023-08-04,2023-09-05,671,17,29,AM013,Active,B2B
CUST001034,CC001034,Core Networks 1034,Consulting,SMB,SMB,216,1000000,Canada,North America,Vancouver,2023-03-19,2023-03-25,2024-01-29,711,21,9,AM014,Active,B2B
CUST001035,CC001035,Nexa Networks 1035,Media,SMB,SMB,176,6000000,Germany,Europe,Hamburg,2024-02-17,2024-02-17,2024-11-02,299,10,5,AM015,Active,B2B
CUST001036,CC001036,Skyline Networks 1036,Energy,SMB,SMB,186,8000000,Singapore,Asia,Singapore,2022-01-06,2022-01-12,2022-08-29,98,35,23,AM016,Active,B2B
CUST001037,CC001037,Pioneer Networks 1037,Automotive,SMB,SMB,56,4000000,Australia,Oceania,Perth,2023-03-10,2023-03-11,2023-12-21,183,21,14,AM017,Active,B2B
CUST001038,CC001038,Optima Networks 1038,Agriculture,SMB,SMB,66,2000000,Japan,Asia,Tokyo,2023-05-07,2023-05-13,2023-07-06,875,19,23,AM018,Active,B2B
CUST001039,CC001039,Elevate Networks 1039,Construction,SMB,SMB,77,8000000,France,Europe,Paris,2022-12-15,2022-12-15,2023-12-21,828,24,35,AM019,Active,B2B
CUST001040,CC001040,Pulse Networks 1040,Government,SMB,SMB,68,8000000,UAE,Middle East,Dubai,2023-10-03,2023-10-10,2024-12-31,102,14,9,AM020,Inactive,B2B
CUST001041,CC001041,Apex Software 1041,Information Technology,SMB,SMB,58,7000000,India,South Asia,Pune,2024-05-18,2024-05-19,2024-10-26,836,7,5,AM021,Active,B2B
CUST001042,CC001042,Vertex Software 1042,Banking & Finance,SMB,SMB,127,7000000,USA,North America,New York,2022-04-15,2022-04-15,2023-12-08,316,32,5,AM022,Active,B2B
CUST001043,CC001043,Nova Software 1043,Healthcare,SMB,SMB,152,2000000,UK,Europe,Leeds,2024-02-10,2024-02-16,2024-11-10,479,10,2,AM023,Active,B2B
CUST001044,CC001044,BluePeak Software 1044,Manufacturing,SMB,SMB,159,2000000,Canada,North America,Vancouver,2023-10-29,2023-10-29,2024-12-31,351,14,35,AM024,Active,B2B
CUST001045,CC001045,Quantum Software 1045,Retail,SMB,SMB,77,2000000,Germany,Europe,Berlin,2023-09-02,2023-09-03,2024-12-31,601,15,14,AM025,Active,B2B
CUST001046,CC001046,Prime Software 1046,E-commerce,SMB,SMB,180,5000000,Singapore,Asia,Singapore,2023-03-08,2023-03-15,2024-12-31,205,21,30,AM026,Active,B2B
CUST001047,CC001047,Zenith Software 1047,Education,SMB,SMB,61,1000000,Australia,Oceania,Sydney,2022-11-16,2022-11-22,2024-05-30,333,25,24,AM027,Active,B2B
CUST001048,CC001048,Fusion Software 1048,Logistics,SMB,SMB,188,3000000,Japan,Asia,Tokyo,2023-04-26,2023-04-30,2024-12-31,313,20,23,AM028,Active,B2B
CUST001049,CC001049,Orbit Software 1049,Telecommunications,SMB,SMB,52,3000000,France,Europe,Paris,2022-09-01,2022-09-01,2023-12-07,215,27,24,AM029,Inactive,B2B
CUST001050,CC001050,Bright Software 1050,Real Estate,SMB,SMB,213,4000000,UAE,Middle East,Dubai,2022-12-16,2022-12-19,2024-05-19,629,24,31,AM030,Active,B2B
CUST001051,CC001051,NextGen Software 1051,Pharmaceuticals,Mid-Market,Mid-Market,842,46000000,India,South Asia,Pune,2023-09-23,2023-09-27,2024-12-28,181,15,23,AM031,Active,B2B
CUST001052,CC001052,Alpha Software 1052,Hospitality,Mid-Market,Mid-Market,293,41000000,USA,North America,Austin,2022-01-04,2022-01-07,2022-09-29,653,35,31,AM032,Active,B2B
CUST001053,CC001053,Vision Software 1053,Insurance,Mid-Market,Mid-Market,742,31000000,UK,Europe,Leeds,2023-01-20,2023-01-23,2024-04-06,860,23,13,AM033,Inactive,B2B
CUST001054,CC001054,Core Software 1054,Consulting,Mid-Market,Mid-Market,621,10000000,Canada,North America,Toronto,2023-01-02,2023-01-02,2024-08-22,160,23,9,AM034,Active,B2B
CUST001055,CC001055,Nexa Software 1055,Media,Mid-Market,Mid-Market,449,50000000,Germany,Europe,Hamburg,2024-02-23,2024-02-28,2024-05-12,218,10,3,AM035,Active,B2B
CUST001056,CC001056,Skyline Software 1056,Energy,Mid-Market,Mid-Market,428,24000000,Singapore,Asia,Singapore,2024-01-07,2024-01-09,2024-12-31,197,11,17,AM036,Active,B2B
CUST001057,CC001057,Pioneer Software 1057,Automotive,Mid-Market,Mid-Market,430,26000000,Australia,Oceania,Sydney,2022-01-22,2022-01-24,2023-03-18,361,35,9,AM037,Inactive,B2B
CUST001058,CC001058,Optima Software 1058,Agriculture,Mid-Market,Mid-Market,562,39000000,Japan,Asia,Tokyo,2023-01-14,2023-01-19,2023-08-12,833,23,35,AM038,Inactive,B2B
CUST001059,CC001059,Elevate Software 1059,Construction,Mid-Market,Mid-Market,694,14000000,France,Europe,Paris,2022-05-28,2022-05-30,2023-01-09,560,31,14,AM039,Active,B2B
CUST001060,CC001060,Pulse Software 1060,Government,Mid-Market,Mid-Market,633,30000000,UAE,Middle East,Abu Dhabi,2023-10-14,2023-10-17,2024-01-02,889,14,14,AM040,Active,B2B
CUST001061,CC001061,Apex Consulting 1061,Information Technology,Mid-Market,Mid-Market,402,30000000,India,South Asia,Bengaluru,2022-02-24,2022-02-28,2022-08-06,613,34,34,AM041,Active,B2B
CUST001062,CC001062,Vertex Consulting 1062,Banking & Finance,Mid-Market,Mid-Market,464,15000000,USA,North America,Chicago,2024-03-20,2024-03-21,2024-10-08,412,9,34,AM042,Active,B2B
CUST001063,CC001063,Nova Consulting 1063,Healthcare,Mid-Market,Mid-Market,910,42000000,UK,Europe,Manchester,2023-05-26,2023-06-02,2024-01-01,744,19,22,AM043,Active,B2B
CUST001064,CC001064,BluePeak Consulting 1064,Manufacturing,Mid-Market,Mid-Market,961,40000000,Canada,North America,Calgary,2023-05-22,2023-05-29,2024-03-28,668,19,27,AM044,Inactive,B2B
CUST001065,CC001065,Quantum Consulting 1065,Retail,Mid-Market,Mid-Market,847,12000000,Germany,Europe,Berlin,2022-08-13,2022-08-16,2023-12-21,420,28,17,AM045,Active,B2B
CUST001066,CC001066,Prime Consulting 1066,E-commerce,Mid-Market,Mid-Market,685,34000000,Singapore,Asia,Singapore,2024-05-12,2024-05-17,2024-12-31,152,7,7,AM046,Active,B2B
CUST001067,CC001067,Zenith Consulting 1067,Education,Mid-Market,Mid-Market,552,38000000,Australia,Oceania,Perth,2022-12-27,2022-12-30,2024-09-17,491,24,4,AM047,Active,B2B
